Province,Year,Month,Tree Cover Loss,Green House Gas,Index Of Industrial Production,Area,Average Population,Population Density
An Giang,2013,7,0.7427294313036495,515.1534578700337,9.08662027484481,3536.7,2051.6,580.1
An Giang,2013,8,1.034357091316038,485.34592899828345,7.563715920343523,3536.7,2051.6,580.1
An Giang,2013,9,0.9387007709527062,553.2629396841207,7.196171394611885,3536.7,2051.6,580.1
An Giang,2013,10,0.9773000444410924,453.2041851102399,10.276104394316892,3536.7,2051.6,580.1
An Giang,2013,11,0.7291965999225124,485.5398590756453,10.334461606600621,3536.7,2051.6,580.1
An Giang,2013,12,1.0717929254562808,501.26112095457916,9.78653934355412,3536.7,2051.6,580.1
An Giang,2014,1,1.6965970320216495,1329.8158140943503,8.35518315308535,3536.7,2024.6,572.5
An Giang,2014,2,2.1082706056905685,1038.6807108256285,9.474752519492068,3536.7,2024.6,572.5
An Giang,2014,3,1.951995999725749,1024.35449289733,7.482961578894892,3536.7,2024.6,572.5
An Giang,2014,4,1.856728482509997,1025.0960792439953,8.553049936578718,3536.7,2024.6,572.5
An Giang,2014,5,1.540464529246862,1081.8287120991479,8.819007060368486,3536.7,2024.6,572.5
An Giang,2014,6,1.5404472955516617,1185.3588775842552,6.961718567410229,3536.7,2024.6,572.5
An Giang,2014,7,1.470490441640508,1141.784443650501,8.870478022826617,3536.7,2024.6,572.5
An Giang,2014,8,2.0478685129706107,1075.7191338879607,7.383798795692155,3536.7,2024.6,572.5
An Giang,2014,9,1.858483659148553,1226.2501748343998,7.024997003683914,3536.7,2024.6,572.5
An Giang,2014,10,1.9349043048462924,1004.4802775772546,10.031668038600506,3536.7,2024.6,572.5
An Giang,2014,11,1.4436975095772582,1076.1489598788473,10.088637115482623,3536.7,2024.6,572.5
An Giang,2014,12,2.1219857270702907,1110.9935134263283,9.553748207884421,3536.7,2024.6,572.5
An Giang,2015,1,1.9942864414482266,1271.3965318348457,8.550626033859277,3536.7,2000.9,565.8
An Giang,2015,2,2.478193350852738,993.0510973256947,9.696384157374922,3536.7,2000.9,565.8
An Giang,2015,3,2.294498388562879,979.3542352525408,7.658001615828106,3536.7,2000.9,565.8
An Giang,2015,4,2.1825149804182713,980.0632434469189,8.75312128012442,3536.7,2000.9,565.8
An Giang,2015,5,1.8107585161505457,1034.3035915382998,9.025299623184125,3536.7,2000.9,565.8
An Giang,2015,6,1.8107382585855347,1133.2856399866378,7.124565785361346,3536.7,2000.9,565.8
An Giang,2015,7,1.7285065897754432,1091.6254464524143,9.077974584764082,3536.7,2000.9,565.8
An Giang,2015,8,2.4071929469424633,1028.462409273546,7.556519235357469,3536.7,2000.9,565.8
An Giang,2015,9,2.1845781249991907,1172.3805679872257,7.189324418974767,3536.7,2000.9,565.8
An Giang,2015,10,2.274407739624955,960.3531012886685,10.266326940088238,3536.7,2000.9,565.8
An Giang,2015,11,1.6970124988794382,1028.8733528555924,10.324628626955901,3536.7,2000.9,565.8
An Giang,2015,12,2.494314963760315,1062.187172757615,9.777227698127332,3536.7,2000.9,565.8
An Giang,2016,1,7.857640163619838,5821.6471017590575,8.607630207418339,3536.7,1976.4,558.8
An Giang,2016,2,9.764270168098433,4547.120349857741,9.76102671842409,3536.7,1976.4,558.8
An Giang,2016,3,9.04049805415113,4484.40325460478,7.709054959933627,3536.7,1976.4,558.8
An Giang,2016,4,8.599274914281057,4487.649759842581,8.811475421991917,3536.7,1976.4,558.8
An Giang,2016,5,7.134526188118081,4736.013002432903,9.085468287338685,3536.7,1976.4,558.8
An Giang,2016,6,7.1344463717721744,5189.245759520756,7.172062890597089,3536.7,1976.4,558.8
An Giang,2016,7,6.810447346288937,4998.486276641547,9.138494415329175,3536.7,1976.4,558.8
An Giang,2016,8,9.484523180001043,4709.266585441049,7.606896030259852,3536.7,1976.4,558.8
An Giang,2016,9,8.60740386074805,5368.259048128394,7.237253248434598,3536.7,1976.4,558.8
An Giang,2016,10,8.961339370259573,4397.398222184823,10.334769119688826,3536.7,1976.4,558.8
An Giang,2016,11,6.6863582343149135,4711.148271015537,10.393459484468941,3536.7,1976.4,558.8
An Giang,2016,12,9.827790548346776,4863.6902185708295,9.842409216114849,3536.7,1976.4,558.8
An Giang,2017,1,8.298608141313046,10877.450100950566,8.705351647805303,3536.7,1954.2,552.5
An Giang,2017,2,10.312237545073982,8496.06199827011,9.871842537365517,3536.7,1954.2,552.5
An Giang,2017,3,9.547847596922999,8378.878310876122,7.796574978400234,3536.7,1954.2,552.5
An Giang,2017,4,9.08186317101176,8384.944240003979,8.911511093764767,3536.7,1954.2,552.5
An Giang,2017,5,7.534913266103633,8848.998266461576,9.188614568746505,3536.7,1954.2,552.5
An Giang,2017,6,7.534828970492717,9695.840511133145,7.253486499572647,3536.7,1954.2,552.5
An Giang,2017,7,7.192647234670642,9339.416165920817,9.24224269629791,3536.7,1954.2,552.5
An Giang,2017,8,10.016791255272981,8799.023953157668,7.69325625009251,3536.7,1954.2,552.5
An Giang,2017,9,9.090448311069919,10030.317692625009,7.319416956080024,3536.7,1954.2,552.5
An Giang,2017,10,9.464246555780964,8216.313854093141,10.452098570432693,3536.7,1954.2,552.5
An Giang,2017,11,7.061594285765746,8802.539786492187,10.511455240205581,3536.7,1954.2,552.5
An Giang,2017,12,10.379322666521611,9087.556620015668,9.954148961236305,3536.7,1954.2,552.5
An Giang,2018,1,5.101757875145076,7070.202351805111,8.868220715116907,3536.7,1931.0,546.0
An Giang,2018,2,6.339682294918388,5522.330781917541,10.056535568934564,3536.7,1931.0,546.0
An Giang,2018,3,5.869756209573192,5446.16289564668,7.942441675844579,3536.7,1931.0,546.0
An Giang,2018,4,5.583281697931597,5450.105671388019,9.078237213386185,3536.7,1931.0,546.0
An Giang,2018,5,4.632259101680749,5751.7348067805515,9.360525037759535,3536.7,1931.0,546.0
An Giang,2018,6,4.632207279038986,6302.171349749535,7.389192514531911,3536.7,1931.0,546.0
An Giang,2018,7,4.421843283567227,6070.500119785393,9.415156497912463,3536.7,1931.0,546.0
An Giang,2018,8,6.15804997658167,5719.252147317902,7.837189949813604,3536.7,1931.0,546.0
An Giang,2018,9,5.5885596078117965,6519.577206201339,7.456356468822401,3536.7,1931.0,546.0
An Giang,2018,10,5.818360570358299,5340.498094245613,10.647647655005802,3536.7,1931.0,546.0
An Giang,2018,11,4.341275506085599,5721.537393665122,10.708114833099978,3536.7,1931.0,546.0
An Giang,2018,12,6.380924397307423,5906.794661497192,10.140381869772062,3536.7,1931.0,546.0
An Giang,2019,1,1.5416383657769537,1728.9956284901166,8.94965524877271,3536.7,1907.4,539.0
An Giang,2019,2,1.9157117393394818,1350.468530589381,10.148882084719087,3536.7,1907.4,539.0
An Giang,2019,3,1.7737104723297399,1331.8419148518517,8.015375024566751,3536.7,1907.4,539.0
An Giang,2019,4,1.687144212469487,1332.806108191969,9.161600273196894,3536.7,1907.4,539.0
An Giang,2019,5,1.3997662229643653,1406.5685594725599,9.44648027226605,3536.7,1907.4,539.0
An Giang,2019,6,1.3997505633084757,1541.1760755235823,7.457045522011542,3536.7,1907.4,539.0
An Giang,2019,7,1.336183217673091,1484.5216088020377,9.501613398719739,3536.7,1907.4,539.0
An Giang,2019,8,1.860826470915226,1398.6250278141886,7.909156799674152,3536.7,1907.4,539.0
An Giang,2019,9,1.688739080074253,1594.3419902611356,7.524826225193589,3536.7,1907.4,539.0
An Giang,2019,10,1.758179847163594,1306.0019217912463,10.745422197292356,3536.7,1907.4,539.0
An Giang,2019,11,1.3118374176859586,1399.1838775822378,10.806444629547178,3536.7,1907.4,539.0
An Giang,2019,12,1.9281741902993734,1444.487956629691,10.233498324039942,3536.7,1907.4,539.0
An Giang,2020,1,0.3928843102182083,393.9397691567809,8.412187326644412,3536.8,1904.5,538.0
An Giang,2020,2,0.48821636902373977,307.69497182503665,9.539395080541233,3536.8,1904.5,538.0
An Giang,2020,3,0.45202755128429734,303.4510254651362,7.534014923000413,3536.8,1904.5,538.0
An Giang,2020,4,0.4299662650265276,303.67071028999607,8.611404078446215,3536.8,1904.5,538.0
An Giang,2020,5,0.3567283995938567,320.4769777848941,8.879175724523048,3536.8,1904.5,538.0
An Giang,2020,6,0.35672440875317774,351.14637505006516,7.009215672645972,3536.8,1904.5,538.0
An Giang,2020,7,0.34052436255766555,338.23804423983864,8.93099785339171,3536.8,1904.5,538.0
An Giang,2020,8,0.4742289376619513,318.66709869889485,7.434175590594538,3536.8,1904.5,538.0
An Giang,2020,9,0.4303727147313986,363.2598632703973,7.072925833143747,3536.8,1904.5,538.0
An Giang,2020,10,0.4480695938987573,297.56356066558834,10.100110218201095,3536.8,1904.5,538.0
An Giang,2020,11,0.33431987060482393,318.7944287771154,10.157467972995663,3536.8,1904.5,538.0
An Giang,2020,12,0.4913924066455964,329.11665177625605,9.618929725871938,3536.8,1904.5,538.0
An Giang,2021,1,1.1965250549437416,1911.6906909548907,8.395900419913252,3536.8,1909.5,540.0
An Giang,2021,2,1.4868578423152594,1493.1663653827493,9.52092577738433,3536.8,1909.5,540.0
An Giang,2021,3,1.376645176632616,1472.571560327907,7.519428253255978,3536.8,1909.5,540.0
An Giang,2021,4,1.3094577602223076,1473.6376355696314,8.594731466484074,3536.8,1909.5,540.0
An Giang,2021,5,1.08641260753571,1555.194227808248,8.861984677621745,3536.8,1909.5,540.0
An Giang,2021,6,1.0864004534721892,1704.0251046057897,6.9956450711500455,3536.8,1909.5,540.0
An Giang,2021,7,1.03706338232926,1641.3842194306367,8.913706473230254,3536.8,1909.5,540.0
An Giang,2021,8,1.44425926649178,1546.4113394802566,7.419782220622429,3536.8,1909.5,540.0
An Giang,2021,9,1.3106955985446946,1762.808818459733,7.059231881869509,3536.8,1909.5,540.0
An Giang,2021,10,1.3645912588379145,1444.0011733504475,10.080555309743783,3536.8,1909.5,540.0
An Giang,2021,11,1.0181676670214928,1547.0292403480307,10.137802013706223,3536.8,1909.5,540.0
An Giang,2021,12,1.496530431653034,1597.1203942816778,9.60030643501836,3536.8,1909.5,540.0
An Giang,2022,1,2.2441738003345844,3457.1554938255213,9.047376689159673,3536.8,1905.5,539.0
An Giang,2022,2,2.7887150384016026,2700.2842707258155,10.259697903660513,3536.8,1905.5,539.0
An Giang,2022,3,2.582002796340234,2663.040042997715,8.102895043033358,3536.8,1905.5,539.0
An Giang,2022,4,2.455987683662737,2664.967963605477,9.261635944969743,3536.8,1905.5,539.0
An Giang,2022,5,2.0376495252742153,2812.457210819724,9.54962655367387,3536.8,1905.5,539.0
An Giang,2022,6,2.0376267294031147,3081.6071762435145,7.5384691309871,3536.8,1905.5,539.0
An Giang,2022,7,1.9450912977489812,2968.325628477436,9.605361679688471,3536.8,1905.5,539.0
An Giang,2022,8,2.708818167542418,2796.5739872530476,7.995517019506807,3536.8,1905.5,539.0
An Giang,2022,9,2.458309343640247,3187.9133063403856,7.6069899328390145,3536.8,1905.5,539.0
An Giang,2022,10,2.5593947561705046,2611.372547430998,10.862751648036221,3536.8,1905.5,539.0
An Giang,2022,11,1.9096509456585136,2797.691416651942,10.924440385283816,3536.8,1905.5,539.0
An Giang,2022,12,2.8068567158228492,2888.277675628423,10.345238069161397,3536.8,1905.5,539.0
An Giang,2023,1,1.7919378420194363,2792.7978663062445,8.827503448289006,3536.8,1906.3,539.0
An Giang,2023,2,2.226745543137293,2181.3737227533493,10.010362311042302,3536.8,1906.3,539.0
An Giang,2023,3,2.061689035970503,2151.2866757816305,7.905975001483493,3536.8,1906.3,539.0
An Giang,2023,4,1.9610679303148342,2152.8441100854625,9.036555683480831,3536.8,1906.3,539.0
An Giang,2023,5,1.6270314235766528,2271.990516910013,9.317547420506278,3536.8,1906.3,539.0
An Giang,2023,6,1.627013221428468,2489.418240509505,7.355266010792095,3536.8,1906.3,539.0
An Giang,2023,7,1.5531251198545508,2397.905878552395,9.371928047508824,3536.8,1906.3,539.0
An Giang,2023,8,2.16294913559962,2259.1595542974533,7.801206524883331,3536.8,1906.3,539.0
An Giang,2023,9,1.9629217396630145,2575.2956428537336,7.422121590636807,3536.8,1906.3,539.0
An Giang,2023,10,2.043636867859462,2109.5480638985878,10.598760383862524,3536.8,1906.3,539.0
An Giang,2023,11,1.524826550449662,2260.062248563463,10.658949934876379,3536.8,1906.3,539.0
An Giang,2023,12,2.2412313901265035,2333.2406494881593,10.093823642638123,3536.8,1906.3,539.0
Bà Rịa Vũng Tàu,2011,1,67.92574103980054,53163.94250926428,8.094592645386783,1989.5,1040.8,523.1
Bà Rịa Vũng Tàu,2011,2,84.40769404937495,41524.81946037197,9.179243668981595,1989.5,1040.8,523.1
Bà Rịa Vũng Tàu,2011,3,78.15101186998061,40952.07982361711,7.249574862983941,1989.5,1040.8,523.1
Bà Rịa Vũng Tàu,2011,4,74.33683762485005,40981.72727816075,8.286288145184452,1989.5,1040.8,523.1
Bà Rịa Vũng Tàu,2011,5,61.674748169243145,43249.80861660131,8.543950309947638,1989.5,1040.8,523.1
Bà Rịa Vũng Tàu,2011,6,61.674058193076014,47388.781628870165,6.744588943475408,1989.5,1040.8,523.1
Bà Rịa Vũng Tàu,2011,7,58.87323333423142,45646.74436628466,8.593815940243331,1989.5,1040.8,523.1
Bà Rịa Vũng Tàu,2011,8,81.98940801508374,43005.55729898811,7.153504876138404,1989.5,1040.8,523.1
Bà Rịa Vũng Tàu,2011,9,74.4071086860269,49023.55131132914,6.805893783296113,1989.5,1040.8,523.1
Bà Rịa Vũng Tàu,2011,10,77.46672089315987,40157.539986224074,9.718789503283533,1989.5,1040.8,523.1
Bà Rịa Vũng Tàu,2011,11,57.80053915248064,43022.74106536109,9.773981766851588,1989.5,1040.8,523.1
Bà Rịa Vũng Tàu,2011,12,84.95679897269216,44415.77145492737,9.255775554227208,1989.5,1040.8,523.1
Bà Rịa Vũng Tàu,2012,1,62.88816476446102,44585.631275529326,8.102736098752363,1989.5,1057.8,531.7
Bà Rịa Vũng Tàu,2012,2,78.14776680397178,34824.5484036562,9.188478320560046,1989.5,1057.8,531.7
Bà Rịa Vũng Tàu,2012,3,72.3550989029169,34344.22363735839,7.256868197856158,1989.5,1057.8,531.7
Bà Rịa Vũng Tàu,2012,4,68.82379523664424,34369.08730273291,8.294624451165522,1989.5,1057.8,531.7
Bà Rịa Vũng Tàu,2012,5,57.10076423607013,36271.2005299639,8.55254583339829,1989.5,1057.8,531.7
Bà Rịa Vũng Tàu,2012,6,57.10012543060083,39742.326181569384,6.751374244223371,1989.5,1057.8,531.7
Bà Rịa Vũng Tàu,2012,7,54.50701812690267,38281.37675998848,8.602461630324058,1989.5,1057.8,531.7
Bà Rịa Vũng Tàu,2012,8,75.90882810055757,36066.36058259231,7.160701561124459,1989.5,1057.8,531.7
Bà Rịa Vũng Tàu,2012,9,68.88885478558423,41113.31627076054,6.812740758933232,1989.5,1057.8,531.7
Bà Rịa Vũng Tàu,2012,10,71.72155699320227,33677.88742240307,9.728566957512188,1989.5,1057.8,531.7
Bà Rịa Vũng Tàu,2012,11,53.513878156529806,36080.77164834984,9.783814746496308,1989.5,1057.8,531.7
Bà Rịa Vũng Tàu,2012,12,78.65614846255855,37249.028485095645,9.265087199653996,1989.5,1057.8,531.7
Bà Rịa Vũng Tàu,2013,1,24.154017351276817,17007.36415772736,7.7444241506668305,1989.5,1076.9,541.3
Bà Rịa Vũng Tàu,2013,2,30.014908566919544,13283.960760121647,8.782153651108144,1989.5,1076.9,541.3
Bà Rịa Vũng Tàu,2013,3,27.790067032486146,13100.738991567576,6.935961463478598,1989.5,1076.9,541.3
Bà Rịa Vũng Tàu,2013,4,26.43376779323758,13110.2233343754,7.927826987998404,1989.5,1076.9,541.3
Bà Rịa Vũng Tàu,2013,5,21.93119890355931,13835.791895350396,8.17434280156962,1989.5,1076.9,541.3
Bà Rịa Vũng Tàu,2013,6,21.93095355185526,15159.866407815223,6.452821011312991,1989.5,1076.9,541.3
Bà Rịa Vũng Tàu,2013,7,20.93499574259441,14602.581513152654,8.22205126677204,1989.5,1076.9,541.3
Bà Rịa Vũng Tàu,2013,8,29.154979445227745,13757.654892927587,6.8440474217380505,1989.5,1076.9,541.3
Bà Rịa Vũng Tàu,2013,9,26.45875579344156,15682.83596182727,6.511473830900003,1989.5,1076.9,541.3
Bà Rịa Vũng Tàu,2013,10,27.54673695062858,12846.562425373108,9.298358971451346,1989.5,1076.9,541.3
Bà Rịa Vũng Tàu,2013,11,20.5535516319819,13763.152050559485,9.35116364212863,1989.5,1076.9,541.3
Bà Rịa Vũng Tàu,2013,12,30.21016723679116,14208.788209202274,8.855374800875326,1989.5,1076.9,541.3
Bà Rịa Vũng Tàu,2014,1,107.4201191376746,62981.33517471121,8.461048046837895,1989.5,1093.4,549.6
Bà Rịa Vũng Tàu,2014,2,133.48525039436024,49192.9012233681,9.594802990011948,1989.5,1093.4,549.6
Bà Rịa Vũng Tàu,2014,3,123.59071652798255,48514.397987382275,7.577774932233718,1989.5,1093.4,549.6
Bà Rịa Vũng Tàu,2014,4,117.55884929250104,48549.52021842006,8.66142191433264,1989.5,1093.4,549.6
Bà Rịa Vũng Tàu,2014,5,97.53458254131152,51236.431388616664,8.930748865226958,1989.5,1093.4,549.6
Bà Rịa Vũng Tàu,2014,6,97.53349138910707,56139.71798214505,7.0499274771337515,1989.5,1093.4,549.6
Bà Rịa Vũng Tàu,2014,7,93.10416996522216,54075.991562634015,8.982871993876078,1989.5,1093.4,549.6
Bà Rịa Vũng Tàu,2014,8,129.66088911488114,50947.07598389323,7.477355700510867,1989.5,1093.4,549.6
Bà Rịa Vũng Tàu,2014,9,117.6699783821215,58076.36850964237,7.11400768696646,1989.5,1093.4,549.6
Bà Rịa Vũng Tàu,2014,10,122.5085550803533,47573.1363456259,10.158774943573029,1989.5,1093.4,549.6
Bà Rịa Vũng Tàu,2014,11,91.4077742389769,50967.432949506,10.216465850863983,1989.5,1093.4,549.6
Bà Rịa Vũng Tàu,2014,12,134.35362393550798,52617.70397405509,9.674799598432665,1989.5,1093.4,549.6
Bà Rịa Vũng Tàu,2015,1,34.112809667530875,27630.405797209467,8.216744445870487,1989.5,1104.3,555.1
Bà Rịa Vũng Tàu,2015,2,42.39016840308529,21581.311659608444,9.317763442658379,1989.5,1104.3,555.1
Bà Rịa Vũng Tàu,2015,3,39.24801632540899,21283.64696747382,7.3589748860672,1989.5,1104.3,555.1
Bà Rịa Vũng Tàu,2015,4,37.33250980209114,21299.05536574587,8.411332734900515,1989.5,1104.3,555.1
Bà Rịa Vũng Tàu,2015,5,30.97351480284223,22477.824373542273,8.672883161707412,1989.5,1104.3,555.1
Bà Rịa Vũng Tàu,2015,6,30.973168291706628,24628.93466587544,6.846368454694856,1989.5,1104.3,555.1
Bà Rịa Vũng Tàu,2015,7,29.566573326980787,23723.56169676748,8.723501291454246,1989.5,1104.3,555.1
Bà Rịa Vũng Tàu,2015,8,41.17568726608765,22350.881887646316,7.261455150929225,1989.5,1104.3,555.1
Bà Rịa Vũng Tàu,2015,9,37.36780044888227,25478.558444312213,6.908598417852895,1989.5,1104.3,555.1
Bà Rịa Vũng Tàu,2015,10,38.904360334437655,20870.708101523596,9.865451316713365,1989.5,1104.3,555.1
Bà Rịa Vũng Tàu,2015,11,29.027858373071176,22359.812648150528,9.921476461522387,1989.5,1104.3,555.1
Bà Rịa Vũng Tàu,2015,12,42.66593295787533,23083.799492144535,9.395450235629028,1989.5,1104.3,555.1
Bà Rịa Vũng Tàu,2016,1,51.17360307924895,41070.130886406274,7.825858684322633,1980.8,1117.6,564.2
Bà Rịa Vũng Tàu,2016,2,63.59070605628657,32078.692620937232,8.874500166892666,1980.8,1117.6,564.2
Bà Rịa Vũng Tàu,2016,3,58.87707370513222,31636.24063684565,7.008894812200771,1980.8,1117.6,564.2
Bà Rịa Vũng Tàu,2016,4,56.00356749220716,31659.143844942828,8.011190047809112,1980.8,1117.6,564.2
Bà Rịa Vũng Tàu,2016,5,46.46425691515359,33411.27871369408,8.260298036076136,1980.8,1117.6,564.2
Bà Rịa Vũng Tàu,2016,6,46.463737103871885,36608.71207408799,6.520674018792622,1980.8,1117.6,564.2
Bà Rịa Vũng Tàu,2016,7,44.353663699784555,35262.956003215026,8.308508167579316,1980.8,1117.6,564.2
Bà Rịa Vũng Tàu,2016,8,61.768828109038296,33222.590044079276,6.9160142715985975,1980.8,1117.6,564.2
Bà Rịa Vũng Tàu,2016,9,56.05650800249935,37871.60195130164,6.579943587271191,1980.8,1117.6,564.2
Bà Rịa Vũng Tàu,2016,10,58.36154550768469,31022.44388709351,9.396133513737901,1980.8,1117.6,564.2
Bà Rịa Vũng Tàu,2016,11,43.545521963794215,33235.86482207259,9.44949343857583,1980.8,1117.6,564.2
Bà Rịa Vũng Tàu,2016,12,64.00438836529857,34312.00661532389,8.948491255143205,1980.8,1117.6,564.2
Bà Rịa Vũng Tàu,2017,1,53.83277458997504,42566.47821648343,7.834002137688214,1981.0,1127.2,569.0
Bà Rịa Vũng Tàu,2017,2,66.89511660619378,33247.44628740273,8.88373481847112,1981.0,1127.2,569.0
Bà Rịa Vũng Tàu,2017,3,61.93654631621938,32788.8740273151,7.016188147072989,1981.0,1127.2,569.0
Bà Rịa Vũng Tàu,2017,4,58.91372199009695,32812.6116898819,8.019526353790184,1981.0,1127.2,569.0
Bà Rịa Vũng Tàu,2017,5,48.878713213344895,34628.58376285446,8.26889355952679,1981.0,1127.2,569.0
Bà Rịa Vũng Tàu,2017,6,48.878166390727884,37942.5122687145,6.527459319540586,1981.0,1127.2,569.0
Bà Rịa Vũng Tàu,2017,7,46.65844569303489,36547.72498074716,8.317153857660045,1981.0,1127.2,569.0
Bà Rịa Vũng Tàu,2017,8,64.9785670774694,34433.020418606284,6.923210956584653,1981.0,1127.2,569.0
Bà Rịa Vũng Tàu,2017,9,58.969413486996714,39251.41421979217,6.58679056290831,1981.0,1127.2,569.0
Bà Rịa Vũng Tàu,2017,10,61.39422934852432,32152.714233962193,9.405910967966557,1981.0,1127.2,569.0
Bà Rịa Vũng Tàu,2017,11,45.80830989464394,34446.77884927318,9.45932641822055,1981.0,1127.2,569.0
Bà Rịa Vũng Tàu,2017,12,67.3302953927728,35562.12874496685,8.957802900569995,1981.0,1127.2,569.0
Bà Rịa Vũng Tàu,2018,1,63.2235449250953,50576.13387086666,8.094592645386783,1981.0,1138.3,574.6
Bà Rịa Vũng Tàu,2018,2,78.56452583457936,39503.556900908356,9.179243668981595,1981.0,1138.3,574.6
Bà Rịa Vũng Tàu,2018,3,72.7409658587051,38958.69594488318,7.249574862983941,1981.0,1138.3,574.6
Bà Rịa Vũng Tàu,2018,4,69.1908298859837,38986.90027961001,8.286288145184452,1981.0,1138.3,574.6
Bà Rịa Vũng Tàu,2018,5,57.40528041258058,41144.58046638312,8.543950309947638,1981.0,1138.3,574.6
Bà Rịa Vũng Tàu,2018,6,57.40463820038632,45082.08478371128,6.744588943475408,1981.0,1138.3,574.6
Bà Rịa Vũng Tàu,2018,7,54.79770195530764,43424.84294568902,8.593815940243331,1981.0,1138.3,574.6
Bà Rịa Vũng Tàu,2018,8,76.31364695728959,40912.218328537754,7.153504876138404,1981.0,1138.3,574.6
Bà Rịa Vũng Tàu,2018,9,69.2562363949925,46637.28039949299,6.805893783296113,1981.0,1138.3,574.6
Bà Rịa Vũng Tàu,2018,10,72.10404529438598,38202.831137175875,9.718789503283533,1981.0,1138.3,574.6
Bà Rịa Vũng Tàu,2018,11,53.799265607722255,40928.56565771362,9.773981766851588,1981.0,1138.3,574.6
Bà Rịa Vũng Tàu,2018,12,79.07561867297171,42253.788885028116,9.255775554227208,1981.0,1138.3,574.6
Bà Rịa Vũng Tàu,2019,1,34.896548344156955,23283.35109867047,8.314465886257448,1981.0,1152.2,582.0
Bà Rịa Vũng Tàu,2019,2,43.36407863827218,18185.95283140006,9.428579261599806,1981.0,1152.2,582.0
Bà Rịa Vũng Tàu,2019,3,40.14973590450167,17935.119326184293,7.446494904533806,1981.0,1152.2,582.0
Bà Rịa Vũng Tàu,2019,4,38.19022079431322,17948.10354181505,8.511368406673364,1981.0,1152.2,582.0
Bà Rịa Vũng Tàu,2019,5,31.685128467580707,18941.418402052353,8.77602944311523,1981.0,1152.2,582.0
Bà Rịa Vũng Tàu,2019,6,31.684773995383512,20754.097396199268,6.927792063670413,1981.0,1152.2,582.0
Bà Rịa Vũng Tàu,2019,7,30.245862640218206,19991.16554243998,8.827249572422978,1981.0,1152.2,582.0
Bà Rịa Vũng Tàu,2019,8,42.12169490842527,18834.447607263948,7.347815370761881,1981.0,1152.2,582.0
Bà Rịa Vũng Tàu,2019,9,38.226322240480975,21470.0510047098,6.99076212549832,1981.0,1152.2,582.0
Bà Rịa Vũng Tàu,2019,10,39.79818444862424,17587.147578365195,9.982780767457228,1981.0,1152.2,582.0
